10.223608,12.175951, 9.965921,11.223892, 7.162262, 7.578175,15.276782, 8.054597,12.500828,15.845675
 6.675945, 9.000757, 7.715242, 9.369571,10.334901,11.067668, 9.442846, 7.002924,12.909196,12.796902
18.192368,10.010663,13.794664, 7.042386, 9.087406,13.726915, 9.303093, 6.452084,12.687863,10.615276
 8.420733, 8.223547,12.790607,11.295639, 8.249915, 8.178804,11.193729,10.189498, 8.350436,11.067976
 8.263240, 8.653646, 9.419808, 7.341311, 8.688444,10.961588,16.567263, 7.346683, 7.781623, 9.267886
15.440052, 9.932588,10.239650,13.187375,10.946671,13.697518, 7.226924,10.911693,10.428082,10.686843
 8.903629, 7.240644,11.586502,11.607935,11.443975, 7.553882,13.976299,13.994884, 5.994280,10.746215
 8.042471, 5.519352, 7.751374, 8.870702, 6.183395, 7.070464, 7.646141,13.149678, 7.675837,10.612354
15.951989,10.471753,10.362631,13.749288,15.799176, 5.614849, 7.408525, 5.365917,15.300103,10.156523
 9.382158, 8.832212,13.813701,13.529383,11.137334,11.269280,11.941712,11.574919, 8.950420, 6.568743
 9.372272, 6.530653, 7.729860, 6.583997,11.806722, 9.949465,10.542562,10.783169, 7.959918, 6.448043
 8.277012, 6.667979,15.990362, 5.570841,10.203836, 9.162252, 9.391396,11.329152,10.507413, 6.976796
11.699158, 9.837738, 7.717938, 9.693356,10.198358, 7.009592, 4.124533,12.180145,10.331754, 7.195254
10.088683,11.333069,14.781248,10.880529, 8.660355, 9.300714, 9.576988,14.568744, 8.765139, 8.041865
 7.879041, 8.100255, 5.782420, 8.465672,14.431465, 9.069598, 7.836875, 6.696380, 6.016319,11.958107
 9.894998, 6.061890, 7.371932,12.702798,12.966376, 8.449482, 9.099502, 9.224803, 8.902937, 5.768771
 5.623308,12.513912,10.514830, 9.930557, 7.861228,12.840120,10.618539,10.652166, 8.732940, 6.974979
12.026418, 6.418898, 6.638465,10.284637,11.586307, 8.139064,10.135558,13.368080,10.757864,14.548818
 8.090333, 7.809581, 7.480836,10.642342,14.008073, 8.013396, 6.876400,14.949139,11.957111, 5.927091
11.230996,12.042346,10.443913, 2.470328,16.024391, 9.258317,10.226113, 8.422757,10.200388, 8.954247
13.876890, 7.956615,10.360249, 6.896142, 7.741496,12.294075, 8.298079,11.920417, 3.808579, 4.816268
10.697747,15.685632, 8.565538,10.820117, 8.916515,11.089327,14.184286,14.492341, 9.290291,17.871320
 6.630567,12.123528, 6.418370, 9.528324, 7.602017,10.150026,13.590432, 9.733812, 4.223570, 8.838796
12.855908,11.886209,10.206505, 9.515688, 8.133807,14.682906,10.270214,12.039204,10.490267,10.353716
 7.025725, 7.155730, 8.601450,12.985097, 6.830400, 6.225497,16.519046, 5.227592,14.117251,18.731296
 7.866124, 7.401956, 8.817794,13.228937,12.953184, 9.820812,10.336121, 5.734870,12.669161,12.994340
 8.307823,12.608675, 8.854075,12.508827, 6.195056,15.226726,10.838666,14.739300, 6.631610,16.353474
12.574192, 9.859596, 9.812645, 8.506444, 8.356341, 7.546683, 8.999522, 7.314844,12.481478, 2.220532
 9.304272, 5.758089, 9.606080,10.553036,17.040363, 2.880201, 4.950093,16.408153,16.168314,10.924458
10.412760,14.171859, 4.999714, 8.010995, 8.413944,11.408388,12.594908,19.014017,11.598020, 9.574539
 5.841253,14.957315,14.618768, 7.709827, 8.102436, 8.255926, 5.546152, 9.519534, 9.036675, 4.065641
 4.069435,10.812012, 7.229792,10.475161, 9.978532, 9.031232,12.056828, 9.334324, 9.301666, 9.878931
13.653477, 8.301403, 9.347710, 6.102790, 9.027645, 9.450766, 6.527440, 6.099022,17.997794, 9.724702
11.021870, 5.376147, 6.997241, 5.337943,11.838312, 7.689829,14.039171, 9.580635,11.095383,10.533196
 5.989861,12.082112, 9.909521, 9.844512,10.282543, 4.338984, 9.571621,16.825667,16.379354, 5.441631
 9.462678, 8.733574, 7.150959, 6.211866,10.433484, 8.508581, 9.927016,12.998457,14.514272,11.679440
 7.381418,10.511619,11.135611, 9.944265,11.153909,10.797128,13.139295,13.836162, 7.187408, 9.297976
10.908486,11.665389, 9.000690,11.828748, 4.509650,10.074958, 9.229561,11.283935,10.323843,11.644456
 9.763203, 9.132058,11.352960,10.474507,15.187180,11.831914, 9.925064, 7.430176, 8.148368, 8.561633
 4.294343, 8.152063, 5.936369,11.926638,11.968659,11.654922,11.530304,10.595451, 6.385350,13.538678
12.192428,15.757527,12.031008,15.199996, 5.995594,13.478363,14.270215, 8.428580, 8.397471,11.798674
16.027784, 7.887824,13.834879, 4.058761, 8.887665, 9.424137, 8.844484,10.984352, 9.559370, 5.708686
10.892821, 9.383116,13.788080,10.107525, 5.344262,11.571847, 7.676012,11.051225, 7.152358,12.350330
 8.297482, 8.236633,11.926234,16.788997,10.007999,12.706130, 8.547888, 7.730864,12.499742, 7.836988
10.090281, 7.679868, 8.685410,12.352031, 5.716215, 5.638100,15.108584, 9.826393,12.166087,14.774285
12.488221, 8.985404,11.614111,10.691281,10.087124, 7.266921,10.275857,14.037990, 8.675690, 7.387400
12.651137,11.185982,15.134882,10.328374, 8.860871, 8.552495,12.746971, 8.116361, 9.314690,10.313929
 8.668133,10.352013,12.453774,13.183842, 8.207705,12.833715, 7.814131,10.841339, 5.098424,12.079505
 9.962369,18.689218,10.349718, 7.013255,11.255853, 8.469975,14.957418,13.469076, 9.441168,11.962453
12.407427, 9.527847, 6.161479,11.643953,10.332418,13.011877,15.252435, 7.838661, 5.451850, 9.946540
 5.909490, 9.387259, 9.541670, 5.515903, 9.133079, 6.122152, 8.926183, 9.110322,11.306917, 6.383773
 6.003244, 6.681827,10.920486, 8.520263, 6.200088,10.127592, 8.052329, 7.118930,12.145023,12.273688
14.180053, 8.718790, 7.906687,11.342239, 9.744315, 6.851853,12.350299,16.978073,15.924654,17.658499
 6.196610, 9.065524,15.852640,10.121974,12.756558, 5.177208, 9.276952,11.345056,11.160203, 8.459136
10.855098, 9.700604,11.183340, 6.113513,14.197289, 7.552069,10.543437,15.921798,11.768281,13.561103
 8.448543,14.203054,12.805367,10.491180,10.771194,14.318358, 9.810769, 8.466767,10.895528,13.711583
12.862851, 7.331668,10.117141, 6.924486,14.578013,13.511813, 7.944594, 6.766511,13.412353,13.364562
 9.902564, 6.884442, 7.067449,14.264756, 7.330635, 8.684730, 8.273849, 8.002853,10.137978, 9.642788
 8.206541, 8.594363, 4.858694,11.457172,13.981981, 8.460520,14.161582,16.018711, 8.020775, 9.809130
11.231075, 7.605767,11.299045, 8.527536, 7.727187, 5.375044, 8.344190, 8.943264, 6.720666, 5.256193
 8.654704,18.938972, 5.085505, 6.410082,12.700334, 5.994673, 5.222051, 8.612944, 8.595840,12.897321
10.652365,15.029068, 7.534745, 9.324562,15.938880, 8.720785, 7.107339, 8.452144, 9.460709,10.504090
 7.815155, 6.477403,14.071437, 6.420925,10.559132,16.122932,10.256797,13.657121, 9.519279,13.501553
 5.890807, 5.996755,11.221081,12.260445,12.417416,16.309427, 5.895387, 4.682614, 8.879725,13.420170
 9.417412,11.319444,11.029353,12.990229, 9.278994, 9.124764, 9.519650,12.699472, 4.343580,12.557361
 7.713355,13.285990, 6.583184, 7.012394, 7.078268, 5.896902, 8.059958,11.032852, 9.444658,14.064417
 9.225246,12.892305, 9.573634, 7.376691,14.310865, 6.481845,16.150615,13.533947,14.704213,12.424657
10.533057, 7.118740, 5.270518,13.098514,10.728413,12.579064, 6.651300,13.474986, 6.332537, 9.230207
 7.287802,16.945417,10.032285, 8.233558,14.581272, 5.995574, 9.376307,11.252410,11.616028,13.434812
 6.371534, 6.862112,11.796445,11.475468, 8.381671, 7.025228, 7.049022,13.110734,13.261098,10.968571
 7.260027, 9.837430,15.022415,10.056778, 8.566683,11.830383, 9.732500, 8.956553, 9.754682, 8.103727
 6.614784, 4.197987, 4.770702,12.647752, 7.564219,14.951451,10.357421, 7.211944,10.986596,14.943822
 6.802819, 8.835134,13.475036, 8.818366, 9.288143,14.124236,10.037507,14.805165, 7.521971, 8.518361
11.074700,11.857406, 6.360297,10.185685,10.145830, 8.607927,12.442627,12.015166, 8.625871,10.475091
10.144377,11.096645,11.187226,12.669493,12.453589, 9.484715,10.436436, 9.218856,13.224841,10.079287
 6.728527,13.697027,11.471725,10.021835,10.449741, 9.576740, 9.908005, 6.702303,17.388680,11.245062
 9.806204,11.085101, 7.774112, 6.790336, 4.813089, 9.489754,11.322842, 9.844942,11.101214,10.775737
 4.209575,14.755869, 6.577763,11.270577,14.153647,10.360895,11.250161,11.136344,16.233586,11.318934
 6.997512,13.242530, 6.953021,12.918664, 9.936270, 8.706147, 9.167378, 8.905367, 8.119435, 8.657855
 8.331433, 6.798223, 8.878165, 6.495670,11.182550,16.886350,12.720188,11.037707,10.886796, 7.709589
13.541964,17.243926,12.859030, 7.673598, 7.171233,11.366780, 7.589239, 8.288791, 5.674362,11.498402
 3.575197,12.778297,11.102528,10.577637, 3.679622, 6.868281,11.163109,13.737182,10.663154,11.087215
